# y+ ()         
# Time          	patch           	min             	max             	average         
370             	lowerWall	2.00577656e-01	1.35335041e+00	2.48673001e-01
371             	lowerWall	2.00486485e-01	1.35333781e+00	2.48625220e-01
372             	lowerWall	2.00395548e-01	1.35332527e+00	2.48577677e-01
373             	lowerWall	2.00304845e-01	1.35331276e+00	2.48530372e-01
374             	lowerWall	2.00214373e-01	1.35330031e+00	2.48483303e-01
375             	lowerWall	2.00124131e-01	1.35328791e+00	2.48436467e-01
376             	lowerWall	2.00034118e-01	1.35327556e+00	2.48389863e-01
377             	lowerWall	1.99944331e-01	1.35326325e+00	2.48343489e-01
378             	lowerWall	1.99854769e-01	1.35325100e+00	2.48297343e-01
379             	lowerWall	1.99765431e-01	1.35323879e+00	2.48251425e-01
380             	lowerWall	1.99676316e-01	1.35322664e+00	2.48205731e-01
381             	lowerWall	1.99587421e-01	1.35321452e+00	2.48160261e-01
382             	lowerWall	1.99498747e-01	1.35320246e+00	2.48115012e-01
