# y+ ()         
# Time          	patch           	min             	max             	average         
367             	bottom	1.11652520e+00	1.00967345e+02	6.92190850e+01
368             	bottom	1.11401771e+00	1.00967331e+02	6.92187693e+01
369             	bottom	1.11151610e+00	1.00967318e+02	6.92184544e+01
370             	bottom	1.10902006e+00	1.00967305e+02	6.92181403e+01
371             	bottom	1.10652987e+00	1.00967292e+02	6.92178269e+01
372             	bottom	1.10404524e+00	1.00967279e+02	6.92175142e+01
373             	bottom	1.10156642e+00	1.00967266e+02	6.92172022e+01
374             	bottom	1.09909313e+00	1.00967254e+02	6.92168910e+01
375             	bottom	1.09662564e+00	1.00967241e+02	6.92165805e+01
376             	bottom	1.09416364e+00	1.00967228e+02	6.92162707e+01
377             	bottom	1.09170742e+00	1.00967215e+02	6.92159617e+01
378             	bottom	1.08925667e+00	1.00967203e+02	6.92156534e+01
379             	bottom	1.08681166e+00	1.00967190e+02	6.92153458e+01
380             	bottom	1.08437210e+00	1.00967178e+02	6.92150389e+01
381             	bottom	1.08193827e+00	1.00967165e+02	6.92147328e+01
382             	bottom	1.07950985e+00	1.00967153e+02	6.92144273e+01
383             	bottom	1.07708713e+00	1.00967141e+02	6.92141226e+01
384             	bottom	1.07466980e+00	1.00967128e+02	6.92138186e+01
385             	bottom	1.07225814e+00	1.00967116e+02	6.92135153e+01
386             	bottom	1.06985185e+00	1.00967104e+02	6.92132127e+01
387             	bottom	1.06745121e+00	1.00967092e+02	6.92129108e+01
388             	bottom	1.06505591e+00	1.00967080e+02	6.92126097e+01
389             	bottom	1.06266623e+00	1.00967068e+02	6.92123092e+01
390             	bottom	1.06028188e+00	1.00967056e+02	6.92120094e+01
391             	bottom	1.05790311e+00	1.00967044e+02	6.92117104e+01
392             	bottom	1.05552964e+00	1.00967032e+02	6.92114120e+01
393             	bottom	1.05316174e+00	1.00967020e+02	6.92111144e+01
394             	bottom	1.05079911e+00	1.00967009e+02	6.92108163e+01
395             	bottom	1.04844202e+00	1.00966997e+02	6.92105200e+01
396             	bottom	1.04609018e+00	1.00966985e+02	6.92102228e+01
397             	bottom	1.04374386e+00	1.00966974e+02	6.92099284e+01
398             	bottom	1.04140276e+00	1.00966962e+02	6.92096320e+01
399             	bottom	1.03906715e+00	1.00966951e+02	6.92093399e+01
